,name,age,position,ovr_rating,pot_rating
25,Miloš Krasić,29,RMRW,77,77
26,Agirretxe,27,ST,77,80
27,David Abraham,28,CB,77,78
28,Lucas Biglia,28,CM,77,77
29,Pirmin Schwegler,27,CDMCM,77,80
0,Oribe Peralta,30,ST,77,77
1,Sejad Salihović,29,CMCAMCDMLM,77,77
2,Juan Arango,34,LM,77,77
3,Andreas Granqvist,29,CB,77,79
4,José de Jesús Corona,33,GK,77,77
5,Hilton,37,CB,77,77
6,Mauro Zárate,27,ST,77,78
7,Leonardo Silva,35,CB,77,77
8,Lukas Podolski,29,LMLWST,77,77
9,Christian Maggio,32,RBRM,77,77
10,Alexandr Anyukov,31,RB,77,77
11,Vyacheslav Malafeev,35,GK,77,77
12,Vladimir Gabulov,30,GK,77,78
13,Arbeloa,31,RBLB,77,77
14,José Sosa,29,RMCAMCF,77,77
15,Agustín Orión,33,GK,77,77
16,JadsonL,30,CAM,77,77
17,Robert Huth,30,CB,77,77
18,Obafemi Martins,29,ST,77,77
19,Lee Dong Gook,35,ST,77,77
20,Dagoberto,31,STLM,77,77
21,Gomes,33,GK,77,77
22,Anders Lindegaard,30,GK,77,77
23,Lorik Cana,31,CB,77,77
24,Emmanuel Eboué,31,RBRM,77,77
25,Burak Yılmaz,29,STCFRWLW,77,77
26,Arouna Koné,30,ST,77,77
27,Jermaine Jones,32,CDM,77,77
28,Sergey Ignashevich,35,CB,77,77
29,Óscar,31,CAMLM,77,77
0,Moyá,30,GK,77,77
1,Tom Huddlestone,27,CMCDM,77,78
2,Stewart Downing,30,RMLM,77,77
3,Maxwell,33,LB,77,77
4,Craig Gordon,31,GK,77,78
5,Tranquillo Barnetta,29,LMRMCAM,77,77
6,Kevin Kuranyi,32,ST,77,77
7,Raphael Schäfer,35,GK,77,77
8,Brede Hangeland,33,CB,77,77
9,Christopher Samba,30,CB,77,78
10,Mladen Petrić,33,STCF,77,77
11,Sylvain Distin,36,CB,77,77
12,Andreas Isaksson,32,GK,77,77
13,Seydou Keita,34,CMCDM,77,77
14,Ricardo Carvalho,36,CB,77,77
15,Maarten Stekelenburg,31,GK,77,77
16,Mark Schwarzer,41,GK,77,77
17,Rafa,21,LWRW,76,84
18,Pablo Pérez,29,CMCAM,76,79
19,Alex Telles,21,LWBLB,76,84
20,Hiroshi Kiyotake,24,CAMRMCM,76,81
21,Hernane,28,ST,76,76
22,Nestor Veldevés,31,STCF,76,76
23,Santana La Cruz,33,STCF,76,76
24,Matthias Ginter,20,CBCDMCM,76,84
25,Mateo Kovačić,20,CM,76,86
26,Vlad Chiricheş,24,CB,76,84
27,Alberto Moreno,22,LBLWBLM,76,82
28,Joel Campbell,22,RMLMRWLW,76,83
29,Víctor Ibarbo,24,ST,76,86
0,Michy Batshuayi,20,ST,76,86
1,Rubén Pardo,21,CMCAM,76,82
2,Joãozinho,25,LMLW,76,81
3,Lassane Bangoura,22,RMCAMLM,76,80
4,Thorgan Hazard,21,CAMLM,76,84
5,Lucas Piazon,20,LW,76,86
6,Fernando,22,CDMCM,76,84
7,Memphis Depay,20,LWRW,76,84
8,Jesé Rodríguez,21,LMRMST,76,83
9,Deulofeu,20,RWLW,76,82
10,Mauro Icardi,21,ST,76,85
11,Vladimir Darida,24,CMCF,76,79
12,Morata,21,STLM,76,82
13,Milan Badelj,25,CMCDM,76,81
14,Cédric,23,RB,76,79
15,Josip Iličić,26,CFCAMRW,76,78
16,Heung-Min Son,22,LWSTRMCF,76,83
17,Marco van Ginkel,21,CM,76,84
18,Nolito,27,LMLW,76,81
19,Granit Xhaka,21,CMCAM,76,84
20,Wissam Ben Yedder,24,STCF,76,81
21,Jordy Clasie,23,CM,76,80
22,Ibai Gómez,24,LWCAMRB,76,81
23,Juan Manuel Iturbe,21,RW,76,85
24,Vincent Aboubakar,22,ST,76,80
25,Manolo Gabbiadini,22,CAMCF,76,83
26,Bibars Natkho,26,CDMCM,76,80
27,Marc Bartra,23,CBRB,76,81
28,Marco Höger,25,CDMRBCM,76,81
29,Pizzi,24,RMCAM,76,84
0,Papy Mison Djilobodji,25,CB,76,85
1,Arribas,25,CB,76,79
2,Daniel Caligiuri,26,LMRM,76,79
3,Alfreð Finnbogason,25,ST,76,78
4,Željko Brkić,28,GK,76,78
5,Adrián,27,GK,76,78
6,Manoel,24,CB,76,83
7,Shinji Okazaki,28,STRM,76,76
8,Alper Potuk,23,CAMCM,76,82
9,Gil,27,CB,76,79
10,Portillo,24,RMLMCAMCM,76,79
11,Rômulo,27,CM,76,78
12,Gary Medel,27,CDMCM,76,76
13,Mário Fernandes,24,RB,76,83
14,Steven Caulker,22,CB,76,82
15,Idrissa Gueye,24,CDMCM,76,82
16,Dudu,22,LW,76,83
17,Sebastian Jung,24,RB,76,81
18,Iago Aspas,27,STCF,76,81
19,Dany Nounkeu,28,CBCDMRBLB,76,78
20,Artjoms Rudnevs,26,ST,76,77
21,Shkodran Mustafi,22,CBRB,76,80
22,Nosakhare Igiebor,23,CAMCDMCM,76,79
23,Ricardo Goulart,23,CAM,76,82
24,Nasser Al Shamrani,30,ST,76,76
25,Pedro Morales,29,CAM,76,76
26,Osvaldo Alonso,28,CDMCM,76,76
27,Ralf,30,CDM,76,76
28,Juraj Kucka,27,CMCDM,76,82
29,Willians,28,CDM,76,78
0,Tony Jantschke,24,CBRB,76,78
1,Álvaro Domínguez,25,CB,76,82
2,Chris Smalling,24,CBRB,76,81
3,Éder,26,ST,76,82
4,Davide Santon,23,LBRB,76,80
5,Cristopher Toselli,26,GK,76,81
6,Bas Dost,25,ST,76,79
7,Victor Wanyama,23,CDMCM,76,81
8,Marco Sau,26,CF,76,84
9,Kevin Großkreutz,26,RBLMLB,76,79
10,Mubarak Wakaso,24,LMRM,76,80
11,Wanderson,28,STCF,76,76
12,Vanderlei,30,GK,76,76
13,Dmitriy Tarasov,27,CDMCM,76,77
14,Christian Noboa,29,CDMCAM,76,77
15,Maurício,26,CB,76,78
16,Henrique,27,CBCDM,76,78
17,Carlos Zambrano,25,CB,76,80
18,Dayro Moreno,29,ST,76,76
19,Christian Träsch,27,RBCDM,76,79
20,Leandro Salino,29,RB,76,76
21,Jefferson Montero,25,LW,76,81
22,Mateo Musacchio,24,CB,76,83
23,Leroy Fer,24,CMCDM,76,81
24,Roman Neustädter,26,CDM,76,79
25,Mikel San José,25,CBCDMCM,76,81
26,Muriel,27,GK,76,80
27,Ádám Szalai,26,ST,76,81
28,Romain Alessandrini,25,LMCAMLW,76,80
29,Lucas Pratto,26,ST,76,77
0,Marko Arnautović,25,LMRM,76,82
1,Mohammed Abdellaoue,28,ST,76,76
2,Ibrahima Traoré,26,LMLW,76,79
3,Pablo Piatti,25,LMLW,76,82
4,Maximiliano Moralez,27,CFCAMLM,76,79
5,Yohan Mollo,25,LWLM,76,79
6,Jack Rodwell,23,CM,76,82
7,Nordin Amrabat,27,LWLMRM,76,79
8,Jamel Saihi,27,CDM,76,76
9,Maximiliano Pereira,30,RB,76,76
10,Álvaro González,29,CMRM,76,79
11,Anthony Modeste,26,ST,76,79
12,Ja Cheol Koo,25,CAMRMCM,76,81
13,Mapou Yanga-M'Biwa,25,CBRB,76,81
14,Hajime Hosogai,28,CDMLB,76,77
15,Luiz Adriano,27,ST,76,77
16,RhodolfoL,28,CB,76,79
17,Fernandinho,28,LWCAMRW,76,78
18,Séamus Coleman,25,RB,76,82
19,Thomas Kraft,26,GK,76,79
20,Antunes,27,LB,76,78
21,Eder,27,CFCAM,76,77
22,Papa Kouli Diop,28,CDMCM,76,78
23,Kamil Grosicki,26,RWLW,76,79
24,Papiss Demba Cissé,29,ST,76,76
25,Nacho Monreal,28,LB,76,78
26,Jonathan De Guzmán,27,CAMCM,76,78
27,Fabian Lustenberger,26,CBCDM,76,79
28,Felipe Santana,28,CB,76,77
29,Augusto Fernández,28,CMRW,76,76
0,Manuel Iturra,30,CDMCM,76,76
1,Stefan Aigner,27,RMST,76,79
2,David Ospina,26,GK,76,80
3,Ignacio Piatti,29,LMCAM,76,76
4,Jelle Vossen,25,ST,76,79
5,Niklas Moisander,28,CB,76,76
6,Javi Varas,32,GK,76,77
7,Eljero Elia,27,RMLMLWRW,76,78
8,Ryan Shawcross,26,CB,76,76
9,Renato Augusto,26,CAM,76,80
10,Mohammed Al Shalhoub,33,CAMLM,76,76
11,Zdravko Kuzmanović,26,CDMCM,76,80
12,Federico Higuaín,29,CAMCF,76,76
13,Roman Shishkin,27,RB,76,77
14,Juan Manuel Vargas,30,LMLB,76,76
15,Alan Kasaev,28,LM,76,78
16,Didier Digard,28,CDM,76,76
17,Thiago Ribeiro,28,STLW,76,76
18,Cyril Théréau,31,ST,76,76
19,Steven Fletcher,27,ST,76,77
20,Dennis Aogo,27,LBLMCDM,76,78
21,Paulinho,28,ST,76,76
22,Matthew Jarvis,28,LMRM,76,76
23,Nicolas Lombaerts,29,CB,76,77
24,Abou Diaby,28,CMCDM,76,79
25,Jonathan Orozco,28,GK,76,78
26,Arouca,28,CDMCM,76,78
27,Trashorras,33,CMCDMRM,76,76
28,Leon Osman,33,CMCAM,76,76
29,Ibrahim Afellay,28,LMCAMLW,76,83
0,Niko Kranjčar,30,LMCAM,76,76
1,Ederson,28,CAMCM,76,80
2,Tomáš Sivok,31,CBCDM,76,76
3,Markel Bergara,28,CDMCM,76,79
4,Àngel Rangel,31,RB,76,76
5,Alex,32,CAM,76,76
6,Henri Bedimo,30,LB,76,76
7,Paolo Guerrero,30,ST,76,76
8,Jaroslav Drobný,34,GK,76,76
9,Ali Al-Habsi,32,GK,76,76
10,Andrey Arshavin,33,LWRW,76,76
11,Diego Castro,32,LMRMCAM,76,76
12,Andrés Fernández,27,GK,76,80
13,Mikel Rico,29,CM,76,78
14,Gökhan Gönül,29,RB,76,76
15,Oleksandr Aliev,29,CAMCMLM,76,76
16,Andriy Pyatov,30,GK,76,76
17,Leandro Romagnoli,33,CAMRM,76,76
18,Marcelo Barovero,30,GK,76,76
19,Daniel Díaz,35,CB,76,76
20,Nicolás Burdisso,33,CB,76,76
21,Alejandro Domínguez,33,CAM,76,76
22,Ruben Amorim,29,CM,76,77
23,Kléber,31,ST,76,76
24,Souza,35,CAM,76,76
25,Daniel Baier,30,CDMCM,76,76
26,Michaël Ciani,30,CB,76,76
27,Julio Baptista,32,STCAM,76,76
28,Robinho,30,LMCAM,76,76
29,Elano,33,CAMRM,76,76
0,Sergio García,31,STCAM,76,76
1,Artur Moraes,33,GK,76,76
2,Edu Dracena,33,CB,76,76
3,Jan Schlaudraff,31,RMCAMSTCF,76,76
4,Umut Bulut,31,STCFRWLW,76,76
5,Sulley Muntari,30,CDMCM,76,76
6,Michael Agazzi,30,GK,76,76
7,Nelson Haedo Valdez,30,STCF,76,76
8,Alexander Meier,31,CAMSTCM,76,76
9,Iraizoz,33,GK,76,76
10,Andriy Voronin,35,CAMST,76,76
11,Mauricio Pinilla,30,ST,76,76
12,Reyes,31,RMLMLW,76,76
13,Alexandr Kerzhakov,31,ST,76,76
14,Lúcio,36,CB,76,76
15,Tom Starke,33,GK,76,76
16,Artur Boruc,34,GK,76,76
17,Zoran Tošić,27,RM,76,79
18,Jaime Valdés,33,CMCAMRWLW,76,76
19,Simone Pepe,31,RMLM,76,76
20,Robert Green,34,GK,76,76
21,Jérémie Aliadiere,31,ST,76,76
22,Florent Balmont,34,CM,76,76
23,Peter Crouch,33,ST,76,76
24,John Heitinga,30,CB,76,76
25,Emiliano Moretti,33,CB,76,76
26,Jonas Olsson,31,CB,76,76
27,Michaël Essien,31,CDM,76,76
28,Daniele Bonera,33,CBRB,76,76
29,Andreas Ivanschitz,30,CAMLM,76,76
0,Benoît Pedretti,33,CMCDM,76,76
1,Roque Santa Cruz,33,ST,76,76
2,David Pizarro,35,CDMCM,76,76
3,Alan,35,RW,76,76
4,Hélder Postiga,32,ST,76,76
5,Nick Rimando,35,GK,76,76
6,Rickie Lambert,32,ST,76,76
7,Yossi Benayoun,34,LMCAMRM,76,76
8,Scott Parker,33,CDMCM,76,76
9,Javier Saviola,32,STCAM,76,76
10,Christian Abbiati,37,GK,76,76
11,Sebastián Torrico,34,GK,75,75
12,Balde Diao Keita,19,LWRW,75,86
13,Milton Casco,26,LB,75,78
14,Ángel Correa,19,CAMST,75,86
15,Paolo Goltz,29,CB,75,77
16,Éder Álvarez Balanta,21,CB,75,82
17,Camilo Vargas,25,GK,75,80
18,Domenico Berardi,20,RWST,75,85
19,Lucas Silva,21,CDM,75,82
20,Doris Fuakuputu,30,ST,75,75
21,Nabil Ghilas,24,ST,75,83
22,Dória,19,CB,75,84
23,Hakan Calhanoglu,20,LMCAMCFCM,75,84
24,Héctor Canteros,25,CM,75,78
25,Leo Baptistao,22,STRMRW,75,80
26,Christian Atsu,22,CAMLW,75,81
27,Samuel Umtiti,20,CBLB,75,82
28,Jorginho,22,CDMCM,75,85
29,Jean-Paul Boëtius,20,LW,75,83
0,Luís Neto,26,CB,75,80
1,M'Baye Niang,19,RWST,75,85
2,Christoph KramerL,23,CDMCM,75,80
3,Viktor Fischer,20,LW,75,84
4,Leandro,21,STCF,75,84
5,Wellington Nem,22,CAMST,75,84
6,Lucas Mendes,24,CB,75,80
7,Ogenyi Onazi,21,CM,75,82
8,Thulani Serero,24,CAMCM,75,79
9,Ola John,22,LMRM,75,81
10,Federico Fernández,25,CB,75,80
11,Jonathan Schmid,24,RMLMRB,75,79
12,Juan Sánchez Miño,24,LM,75,80
13,Ahmed Musa,21,STLM,75,82
14,Geoffrey Kondogbia,21,CDMCM,75,80
15,Rafinha,21,CAMCMRWRM,75,82
16,Aïssa Mandi,22,RBLB,75,79
17,Agustín Marchesín,26,GK,75,78
18,Isaac Cuenca,23,RWLW,75,80
19,Lucas Digne,21,LB,75,83
20,Paco Alcácer,21,STCF,75,83
21,Luis Pedro Cavanda,23,RB,75,82
22,Adam Maher,21,CAMCM,75,82
23,Carlos Henrique Casemiro,22,CMCDM,75,80
24,Rômulo,24,CDMCM,75,83
25,Allan,23,CDMCM,75,78
26,Josué,24,RWLW,75,80
27,Anthony Lopes,23,GK,75,84
28,Eric Bauthéac,27,LMCAM,75,78
29,Charles Aránguiz,25,CMRMCDM,75,80
0,Saphir Taïder,22,CMCDM,75,81
1,Josip Drmić,22,STLMRM,75,82
2,Tomás Pina,26,CMCDM,75,78
3,Benjamin Stambouli,24,CDMCB,75,80
4,Stefan de Vrij,22,CB,75,81
5,Jonathan Viera,24,CAMCFLM,75,79
6,Nicolás Lodeiro,25,CAMRM,75,78
7,Joannis Fetfatzidis,23,RWLWCF,75,81
8,Mexer,27,CB,75,78
9,Dorlan Pabón,26,STRWLW,75,79
10,Esteban Paredes,34,STCFCAM,75,75
11,Kevin Kampl,23,RMRWCM,75,80
12,Wahbi Khazri,23,LM,75,80
13,Hugo Mallo,23,RB,75,81
14,Leonardo,27,CAMRWLWLM,75,77
15,Filip Đuričić,22,CAM,75,84
16,Francesco Bardi,22,GK,75,80
17,Izet Hajrović,23,RM,75,85
18,Nemanja Pejčinović,26,CB,75,76
19,Víctor Pérez,26,CMCAM,75,78
20,Kostas Manolas,23,CBRB,75,80
21,Costel Pantilimon,27,GK,75,77
22,Danijel Subašić,29,GK,75,77
23,Jose Carlos,27,RMCAMCMLM,75,78
24,Rafael,24,GK,75,79
25,Luciano Narsingh,24,RW,75,79
26,Rúben Micael,28,CMCAM,75,78
27,Xandão,26,CB,75,79
28,Julian Schieber,25,STLM,75,78
29,Grégory Sertic,25,CDMCM,75,78
0,Balenziaga,26,LB,75,75
1,Rubén Pérez,25,CDMCM,75,80
2,Robbin Ruiter,27,GK,75,77
3,Luuk de Jong,24,STCF,75,80
4,Julian Baumgartlinger,26,CDMCM,75,77
5,Sílvio,26,RBLB,75,80
6,Bamba Anderson,26,CB,75,78
7,Candeias,26,LWRW,75,77
8,SouzaL,25,CDMCM,75,81
9,Bastian Oczipka,25,LB,75,78
10,Alex McCarthy,24,GK,75,82
11,Sebastian Rudy,24,CMCDM,75,78
12,Jens Hegeler,26,CMRMCAMCDM,75,77
13,Aleksandar Dragović,23,CB,75,83
14,Manuel Lanzini,21,CAM,75,82
15,Franck Tabanou,25,LMLW,75,80
16,Ryad Boudebouz,24,CAMRM,75,80
17,Marvin Martin,26,CMCAM,75,79
18,Wallace,26,CB,75,75
19,Cheick Diabaté,26,ST,75,78
20,Mustapha Yatabaré,28,ST,75,75
21,Douglas,26,CB,75,79
22,Daryl Janmaat,25,RB,75,78
23,Jefferson,26,LB,75,79
24,Maicon,24,LMRMCAM,75,78
25,Rafael Carioca,25,CDMCB,75,83
26,Artem Dzyuba,26,STCAM,75,81
27,Carlos Peña,24,CMCAM,75,77
28,Weverton,27,GK,75,77
29,Filip Djordjevic,26,ST,75,77
0,Tomáš Hubočan,29,CBLB,75,77
1,Javier Morales,34,CAM,75,75
2,MarquinhoL,28,LWCM,75,77
3,Yacine Brahimi,24,LMCAMRM,75,81
4,Nolan Roux,26,ST,75,78
5,Jean-Armel Kana-Biyik,25,CB,75,80
6,Juan Forlin,26,CBCDM,75,77
7,Vurnon Anita,25,CDMCM,75,77
8,Gregory van der Wiel,26,RB,75,80
9,Diego Perotti,26,LM,75,83
10,Anthony Mounier,26,LM,75,79
11,Andreas Bjelland,26,CB,75,77
12,Nils Petersen,25,ST,75,79
13,Eric Maxim Choupo-Moting,25,LMSTLW,75,79
14,Moussa Sissoko,25,RMCM,75,80
15,Ljubomir Fejsa,26,CDM,75,78
16,Paulo Vinícius,30,CB,75,75
17,Håvard Nordtveit,24,CDM,75,79
18,Nikica Jelavić,29,ST,75,75
19,Ricardo,32,GK,75,75
20,Antonio Rukavina,30,RB,75,75
21,Vassilis Torosidis,29,RBLB,75,75
22,Pierre,32,CDMCM,75,75
23,Eren Derdiyok,26,ST,75,79
24,Paulão,32,CB,75,75
25,Charles Kaboré,26,CDM,75,76
26,Gary Hooper,26,ST,75,80
27,Sergio Asenjo,25,GK,75,79
28,Moustapha Sall,28,CB,75,76
29,Giuseppe Vives,34,CDMCM,75,75
0,Lee Nguyen,27,CAMCM,75,75
1,Sergio Sánchez,28,CBRB,75,76
2,Lazaros Christodoulopoulos,27,CAMCMCFLW,75,76
3,Clément Chantôme,27,CMRM,75,80
4,Modibo Diakité,27,CB,75,78
5,Alessandro Matri,30,ST,75,75
6,Eduardo,31,STCAMLW,75,75
7,Henrique,29,CDMCM,75,76
8,Nahuel Guzmán,28,GK,75,77
9,Pablo Armero,27,LBLM,75,76
10,Mevlüt Erdinç,27,ST,75,77
11,Winston Reid,26,CB,75,78
12,Przemysław Tytoń,27,GK,75,77
13,Oswaldo Vizcarrondo,30,CB,75,75
14,Felipe Caicedo,26,ST,75,80
15,Maynor Figueroa,31,LBLWBCB,75,75
16,Humberto Suazo,33,STCFCAM,75,75
17,Zlatko Junuzović,26,CMCAMCDMLM,75,78
18,Victor Moses,23,RMRWLW,75,80
19,Sébastien Bassong,28,CB,75,75
20,Marco Andreolli,28,CB,75,79
21,Perparim Hetemaj,27,CMCAMLW,75,81
22,Fraser Forster,26,GK,75,80
23,Lasse Schøne,28,RWCM,75,76
24,De la Bella,28,LB,75,77
25,Andrés Guardado,27,LBLM,75,79
26,Caner Erkin,25,LB,75,81
27,José Fonte,30,CB,75,75
28,Landry N'Guemo,28,CDMCM,75,76
29,Steven Defour,26,CMCDM,75,81
0,Stephen Ireland,28,CAMCM,75,76
1,Lorenzo De Silvestri,26,RBRM,75,76
2,Jack Cork,25,CDMCM,75,78
3,Shane Long,27,ST,75,76
4,Aldo Leão Ramírez,33,CMCAM,75,75
5,Jardel,28,CB,75,77
6,Ari,28,STRW,75,75
7,Morgan Amalfitano,29,RM,75,75
8,Anderson,26,CM,75,77
9,Marcelo Grohe,27,GK,75,79
10,Nicklas Bendtner,26,ST,75,76
11,Juan Pablo Carrizo,30,GK,75,75
12,Chicão,33,CB,75,75
13,Evandro,28,CMCAM,75,77
14,Danilo,30,CB,75,75
15,Nicolás Pareja,30,CB,75,75
16,Eugen Polanski,28,CDMCM,75,76
17,Charles N'Zogbia,28,CAMLMRM,75,76
18,Stéphane M'Bia,28,CDMCM,75,79
19,Valera,29,RBLB,75,75
20,Łukasz Fabiański,29,GK,75,76
21,Nedum Onuoha,27,CBRB,75,77
22,Andrè Dias,35,CB,75,75
23,André Santos,31,CAMLBLM,75,75
24,Paulo Baier,39,CAM,75,75
25,Aranha,33,GK,75,75
26,Charles,30,ST,75,75
27,Steven Naismith,28,STRMCAM,75,75
28,Oleksandr Kucher,31,CB,75,75
29,Daniele Padelli,28,GK,75,76
0,Fernando Amorebieta,29,CB,75,75
1,François Clerc,31,RB,75,75
2,Borges,33,ST,75,75
3,Loukas Vyntra,33,CBRB,75,75
4,Alaixys Romao,30,CDMCM,75,75
5,Jurado,28,LMCAMLW,75,80
6,Steven Taylor,28,CB,75,75
7,Erkan Zengin,29,RWCAMRM,75,75
8,William Kvist,29,CDMCM,75,75
9,Mark González,30,LMLW,75,75
10,Benoît Assou-Ekotto,30,LB,75,75
11,Antonio NocerinoL,29,CM,75,76
12,Robert Snodgrass,27,RM,75,78
13,Luis Amaranto Perea,35,CB,75,75
14,Marcel Schäfer,30,LBLM,75,75
15,Manuel Pasqual,32,LBLM,75,75
16,Piti,33,RMCAM,75,75
17,Darío Cvitanich,30,ST,75,75
18,Mark Noble,27,CMCDM,75,76
19,Rafael Sóbis,29,ST,75,75
20,Henrique,31,CB,75,75
21,Mike Williamson,30,CB,75,75
22,Alexander Tettey,28,CDMCM,75,76
23,Steven Davis,29,RM,75,75
24,Christophe Jallet,30,RB,75,75
25,Patrick Ochs,30,RBRM,75,75
26,Dimitris Salpingidis,33,STRMRWCAM,75,75
27,Wes Hoolahan,32,CAM,75,75
28,Amauri,34,ST,75,75
29,Guglielmo Stendardo,33,CB,75,75
0,Vladimir Bystrov,30,RWRM,75,75
1,Sergey Ryzhikov,34,GK,75,75
2,Ariel Ibagaza,37,CAMCM,75,75
3,Lafita,30,CAMLMST,75,75
4,Oscar Wendt,28,LB,75,76
5,Gökhan Zan,33,CB,75,75
6,Olcan Adın,28,CAMLMRWRM,75,79
7,Sebastián Domínguez,34,CB,75,75
8,Diego Colotto,33,CB,75,75
9,Pierre Webó,32,ST,75,75
10,Alessandro Lucarelli,37,CB,75,75
11,Eric Abidal,35,CB,75,75
12,Zdeněk Pospěch,35,RBRWBLB,75,75
13,David Marshall,29,GK,75,75
14,Leon Britton,32,CMCDM,75,75
15,Rafael,32,GK,75,75
16,Michel Bastos,31,LMRM,75,75
17,Darren Fletcher,30,CMCDM,75,75
18,Blerim Džemaili,28,CDMCM,75,79
19,Amaya,31,CB,75,75
20,Joey Barton,32,CDMCM,75,75
21,Ludovic Obraniak,29,RMCAM,75,75
22,Yann Jouffre,30,RMCFCDM,75,75
23,Marco Storari,37,GK,75,75
24,Mattia Cassani,31,RBCB,75,75
25,Stijn Schaars,30,CMCDM,75,75
26,Anthony Réveillère,34,RBLB,75,75
27,Alexis,29,CB,75,77
28,Carlos Alberto,29,CAMST,75,75
29,Steve Sidwell,31,CDMCM,75,75
0,Marouane Chamakh,30,CAMSTCF,75,75
1,Jimmy Briand,29,STRWRM,75,75
2,Stefano Lucchini,33,CB,75,75
3,Marco Borriello,32,ST,75,75
4,Piotr Trochowski,30,RMCDMLM,75,75
5,Anatoliy Tymoshchuk,35,CDM,75,75
6,Nikolče Noveski,35,CB,75,75
7,Renaud Cohade,29,CM,75,77
8,Carlos Idriss Kameni,30,GK,75,75
9,Sascha Riether,31,RB,75,75
10,David Navarro,34,CB,75,75
11,Cani,33,LM,75,75
12,Hamit Altıntop,31,RMCMCDMRB,75,75
13,Gurpegi,34,CBCDM,75,75
14,Daniele Conti,35,CDMCM,75,75
15,Andrea Cossu,34,CAM,75,75
16,Cacau,33,STCF,75,75
17,Kris Commons,31,CAMRMLMCM,75,75
18,Wayne Routledge,29,LMLW,75,75
19,Heiko Westermann,31,CBRB,75,75
20,Mahamadou Diarra,33,CDMCM,75,75
21,Kevin Nolan,32,CAMCM,75,75
22,Maurizio Domizzi,34,CB,75,75
23,Matthew Etherington,33,LM,75,75
24,Etienne Didot,31,CM,75,75
25,Shaun Maloney,31,CAMCFLWLM,75,75
26,Stefano Sorrentino,35,GK,75,75
27,Lucas Bernardi,36,CMCDM,75,75
28,Rafael Márquez,35,CB,75,75
29,Rogério Ceni,41,GK,75,75
0,Valerón,39,CAMCDMCM,75,75
1,Dirk Kuyt,34,RW,75,75
2,Wes Brown,34,CB,75,75
3,Richard Dunne,34,CB,75,75
4,Dida,40,GK,75,75
5,John O'Shea,33,CB,75,75
6,Shay Given,38,GK,75,75
7,Joe Cole,32,RMCAM,75,75
8,Constantin Budescu,25,CAMLW,74,78
9,Miloš Jojić,22,CMCAMLM,74,81
10,Islam Slimani,26,ST,74,78
11,Carlos Mané,20,RWLW,74,82
12,Pablo Velázquez,27,ST,74,76
13,Aleksandar Mitrović,20,ST,74,85
14,Nikola Maksimović,22,CBRB,74,80
15,Duván Zapata,23,ST,74,81
16,Gerónimo Rulli,22,GK,74,83
17,Martín Cauteruccio,27,ST,74,76
18,Rubén Botta,24,CAMCF,74,79
19,Lisandro López,25,CB,74,82
20,Sherman Cárdenas,25,CAM,74,78
21,Fernando Tobio,24,CB,74,79
22,Raul Rusescu,26,ST,74,79
23,Aymeric Laporte,20,CBLB,74,84
24,Adrián Centurión,21,LWRW,74,81
25,Rubén García,21,LMCAMRMST,74,81
26,Fabian Schär,22,CB,74,86
27,Dimitris Siovas,26,CBCDM,74,78
28,Fred,21,CAMCDM,74,85
29,Jonás Tizón,27,CDMCMRBRM,74,78
0,Nacho Wenceslao Pintor Torres,29,STCF,74,74
1,Cristobal Rivoredo,32,CMCAMLM,74,74
2,Eduardo Barrertos,30,CMCDMCAM,74,74
3,Gabriel,22,CDMCM,74,81
4,Quincy Promes,22,RWCAM,74,80
5,Óliver Torres,19,CAMLMRM,74,85
6,Patricio Rodríguez,24,LMCAM,74,79
7,Maximilian Arnold,20,CAMLMCM,74,82
8,Taras Stepanenko,25,CDMCM,74,78
9,Agim Ibraimi,26,CAMRW,74,80
10,Luke Shaw,19,LB,74,86
11,Lucas Ocampos,20,RMLM,74,80
12,Takashi Inui,26,LMCAM,74,78
13,Renato Ibarra,23,RW,74,77
14,Kurt Zouma,19,CBRB,74,84
15,Felipe Gutiérrez,23,CMCAM,74,78
16,Davy Klaassen,21,CAMCM,74,82
17,Virgil van Dijk,23,CB,74,78
18,Valère Germain,24,ST,74,81
19,Robin Knoche,22,CBCDM,74,81
20,Karim Bellarabi,24,RMRWCF,74,78
21,Simone Zaza,23,ST,74,80
22,Suso,20,RMLM,74,83
23,Ekiza,26,CB,74,76
24,Johannes Geis,21,CDMCM,74,82
25,Felipe Anderson,21,LWCAM,74,82
26,Nicola Sansone,23,LWRW,74,80
27,Faouzi Ghoulam,23,LB,74,81
28,Ciprian Tătăruşanu,28,GK,74,77
29,Ravel Morrison,21,CAMCM,74,84
0,Tomáš Kalas,21,CBRB,74,81
1,Benjamin Corgnet,27,CAMRMCM,74,77
2,André Martins,24,CMCAM,74,81
3,Moritz LeitnerL,21,CMCAMRM,74,80
4,Giannis Maniatis,27,CDMCMRB,74,77
5,Santiago García,26,LB,74,77
6,Pedro Obiang,22,CMCDM,74,84
7,Matthew Lowton,25,RB,74,77
8,Montañés,27,LMRMST,74,79
9,Sergi Roberto,22,CMCDM,74,84
10,Gálvez,25,CBCDM,74,77
11,Timm Klose,26,CB,74,77
12,Lucas,26,RMLMSTCAM,74,75
13,Václav Pilař,25,LM,74,77
14,Raphael Martinho,26,LWLBCM,74,76
15,Luis Muriel,23,ST,74,82
16,Zakaria LabyadL,21,CAMRWLW,74,82
